circuit_id,setting,N,n_free,pred_v,truth_v,abs_error_v,delta_vs_float64,pass_50mv,pass_75mv,build_status,run_status,run_time_s,error
CKT_0151,int16,,9,0.000000,15.0000,15.000000,15.000000,FAIL,FAIL,,FAIL,0.07,
CKT_0151,int8,,9,0.000000,15.0000,15.000000,15.000000,FAIL,FAIL,,FAIL,0.07,
CKT_0151,int4,,9,0.000000,15.0000,15.000000,15.000000,FAIL,FAIL,,FAIL,0.07,
CKT_0151,prune10,,9,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.07,
CKT_0151,prune50,,9,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.07,
CKT_0151,prune90,,9,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.07,
CKT_0152,float64,,8,3.600000,3.5907,0.009300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0152,int16,,8,0.000000,3.5907,3.590700,3.600000,FAIL,FAIL,,FAIL,0.07,
CKT_0152,int8,,8,0.000000,3.5907,3.590700,3.600000,FAIL,FAIL,,FAIL,0.07,
CKT_0152,int4,,8,0.000000,3.5907,3.590700,3.600000,FAIL,FAIL,,FAIL,0.07,
CKT_0152,prune10,,8,3.600000,3.5907,0.009300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0152,prune50,,8,3.600000,3.5907,0.009300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0152,prune90,,8,3.600000,3.5907,0.009300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0153,float64,,13,3.450000,3.4371,0.012900,0.000000,PASS,PASS,,PASS,0.12,
CKT_0153,int16,,13,0.000000,3.4371,3.437100,3.450000,FAIL,FAIL,,FAIL,0.12,
CKT_0153,int8,,13,0.000000,3.4371,3.437100,3.450000,FAIL,FAIL,,FAIL,0.12,
CKT_0153,int4,,13,0.000000,3.4371,3.437100,3.450000,FAIL,FAIL,,FAIL,0.12,
CKT_0153,prune10,,13,3.450000,3.4371,0.012900,0.000000,PASS,PASS,,PASS,0.12,
CKT_0153,prune50,,13,3.450000,3.4371,0.012900,0.000000,PASS,PASS,,PASS,0.12,
CKT_0153,prune90,,13,3.450000,3.4371,0.012900,0.000000,PASS,PASS,,PASS,0.12,
CKT_0154,float64,,16,13.300000,13.3355,0.035500,0.000000,PASS,PASS,,PASS,0.16,
CKT_0154,int16,,16,0.000000,13.3355,13.335500,13.300000,FAIL,FAIL,,FAIL,0.16,
CKT_0154,int8,,16,0.000000,13.3355,13.335500,13.300000,FAIL,FAIL,,FAIL,0.16,
CKT_0154,int4,,16,0.000000,13.3355,13.335500,13.300000,FAIL,FAIL,,FAIL,0.16,
CKT_0154,prune10,,16,13.300000,13.3355,0.035500,0.000000,PASS,PASS,,PASS,0.16,
CKT_0154,prune50,,16,13.300000,13.3355,0.035500,0.000000,PASS,PASS,,PASS,0.16,
CKT_0154,prune90,,16,13.300000,13.3355,0.035500,0.000000,PASS,PASS,,PASS,0.16,
